
@relation melodies

@attribute conjMel numeric
@attribute macroMel numeric
@attribute centMel numeric
@attribute conjRhy numeric
@attribute macroRhy numeric
@attribute centRhy numeric
@attribute tag {pos, neg}

@data


4.94736842105, 0.0445736434109, 0.0, 1.8941716915, 8.16666666667, 0.666666666667, pos
5.65217391304, 0.190476190476, 0.0, 2.16141333362, 7.83333333333, 0.666666666667, pos
3.57894736842, 0.0829493087558, 0.0, 1.4585736276, 9.83333333333, 0.774193548387, pos
5.53333333333, 0.145454545455, 0.0444444444444, 1.41977682173, 6.46666666667, 0.711111111111, pos
3.64516129032, 0.0629921259843, 0.0, 1.43011288757, 9.5, 0.666666666667, pos
8.47826086957, 0.0874635568513, 0.0, 2.0769980403, 8.66666666667, 1.0, pos
7.46511627907, 0.252873563218, 0.0, 1.13764190418, 8.06666666667, 1.0, neg
6.79069767442, 0.129653462987, 0.0, 1.44882537668, 8.53571428571, 0.761904761905, neg
7.20512820513, 0.114409307876, 0.0, 1.81618142657, 8.46428571429, 1.0, neg
7.5652173913, 0.135180520571, 0.0, 1.52487993395, 7.8, 1.0, neg
6.33333333333, 0.185787671233, 0.0, 1.91920008728, 6.75, 1.0, neg
